RANK,PLAYER,TEAM,AGE,GP,W,L,MIN,USGPCT,PCTFGM,PCTFGA,PCT3PM,PCT3PA,PCTFTM,PCTFTA,PCTOREB,PCTDREB,PCTREB,PCTAST,PCTTOV,PCTSTL,PCTBLK,PCTBLKA,PCTPF,PCTPFD,PCTPTS
1,TOLU SMITH,DET,25,1,0,1,6.0,44.4,42.9,33.3,0.0,0.0,100,87.5,50.0,28.6,36.4,0.0,50.0,33.3,0.0,0.0,0.0,83.3,55.0
2,LUKA DONCIC,LAL,26,7,5,2,260.0,37.8,35.4,37.7,38.0,41.8,53.7,51.9,11.3,36.6,30.4,44.8,33.8,25.0,21.4,11.8,17.1,47.3,39.0
3,JALEN GREEN,PHX,23,2,2,0,30.0,37.0,32.4,38.3,37.5,46.7,27.3,35.7,20.0,11.1,14.3,16.7,28.6,20.0,0.0,0.0,20.0,30.8,32.6
4,GIANNIS ANTETOKOUNMPO,MIL,30,10,6,4,329.0,35.3,39.9,33.9,7.5,6.4,55.7,59.7,56.5,35.6,40.5,33.0,31.6,15.8,37.1,34.6,16.0,55.2,38.2
5,JAYLEN BROWN,BOS,29,11,5,6,350.0,34.9,37.6,33.4,23.0,20.8,46.4,44.5,6.6,23.0,18.0,24.7,44.4,12.3,9.5,25.8,21.1,43.2,37.0
6,JOEL EMBIID,PHI,31,6,4,2,140.0,34.5,30.8,33.7,17.6,24.8,50.0,47.9,26.5,28.2,27.7,23.3,38.1,26.3,40.9,27.8,21.7,45.3,32.0
7,BRANDON MILLER,CHA,22,2,1,1,40.0,33.3,26.3,35.7,13.3,33.3,46.7,40.0,0.0,0.0,0.0,30.8,21.4,25.0,25.0,0.0,26.3,37.5,27.4
7,HUNTER DICKINSON,NOP,24,1,0,1,5.0,33.3,50.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,100,0.0,50.0,0.0,33.3
7,SHAI GILGEOUS-ALEXANDER,OKC,27,11,10,1,383.0,33.3,36.8,33.1,20.7,19.8,51.1,50.0,5.1,18.9,15.9,37.9,25.7,15.8,27.9,27.3,12.6,40.2,37.7
10,ANTHONY EDWARDS,MIN,24,7,5,2,199.0,32.6,32.8,33.8,40.8,36.0,41.3,41.9,14.0,16.8,16.1,19.5,28.6,15.2,14.3,13.3,12.1,30.9,35.1
11,STEPHEN CURRY,GSW,37,8,5,3,249.0,31.6,31.2,33.6,38.5,39.1,38.7,35.5,4.3,16.1,13.6,21.8,25.6,26.7,22.7,21.4,13.9,35.3,33.5
12,CAM THOMAS,BKN,24,8,1,7,226.0,31.4,29.0,32.0,30.2,26.6,47.1,40.9,5.7,6.5,6.3,20.6,24.2,11.8,9.1,24.0,13.6,37.1,32.7
13,JALEN BRUNSON,NYK,29,9,6,3,300.0,31.3,31.4,31.6,21.8,25.8,38.6,37.3,4.1,13.1,10.2,30.9,25.6,17.0,0.0,19.4,17.5,38.0,31.2
14,ZION WILLIAMSON,NOP,25,5,0,5,157.0,31.1,30.4,28.4,0.0,0.0,49.4,53.3,36.4,18.9,24.5,29.9,31.5,38.5,7.7,44.8,17.6,44.6,31.1
15,JA MORANT,MEM,26,10,4,6,306.0,31.1,25.3,30.7,9.8,21.7,42.1,37.6,6.7,16.2,13.6,46.5,38.3,26.1,4.5,42.3,17.0,28.9,26.6
16,CADE CUNNINGHAM,DET,24,11,9,2,407.0,30.8,28.9,31.0,21.9,26.4,38.1,35.1,9.0,16.4,14.0,48.7,35.1,19.2,17.0,25.6,20.1,34.2,29.9
17,SHAEDON SHARPE,POR,22,10,5,5,271.0,30.5,29.3,31.9,26.4,29.8,27.7,27.0,17.4,20.3,19.3,9.7,30.3,25.4,7.4,29.4,15.0,26.4,28.7
18,DONOVAN MITCHELL,CLE,29,10,7,3,338.0,30.0,32.4,31.1,34.1,32.9,35.1,32.5,8.0,16.4,14.1,27.7,28.7,23.1,12.5,12.5,12.0,27.3,33.1
19,VICTOR WEMBANYAMA,SAS,21,10,8,2,341.0,29.8,30.8,30.3,16.7,18.0,39.9,37.9,20.5,43.3,38.3,19.4,27.8,18.5,76.5,9.5,25.5,42.2,31.1
20,DEVIN BOOKER,PHX,29,11,6,5,396.0,29.8,31.6,28.9,20.0,18.4,46.7,43.8,13.2,12.8,12.9,33.6,33.3,9.8,7.5,34.3,15.4,36.9,32.5
21,AUSTIN REAVES,LAL,27,8,6,2,294.0,29.7,26.7,29.2,34.8,35.1,49.0,44.6,6.9,19.0,16.2,41.4,26.6,20.7,0.0,21.7,14.5,38.0,31.8
22,PASCAL SIAKAM,IND,31,9,1,8,318.0,29.6,30.7,29.5,18.3,18.0,34.9,42.6,15.3,26.0,23.1,34.4,29.1,32.4,11.5,16.7,18.4,33.8,30.0
23,LAMELO BALL,CHA,24,6,2,4,200.0,29.5,26.1,29.5,28.6,33.3,25.3,24.8,19.6,25.3,24.0,49.2,36.1,37.0,5.0,23.1,25.0,28.6,26.3
24,JOHNI BROOME,PHI,23,2,1,1,6.0,29.4,28.6,35.7,0.0,20.0,0.0,0.0,100,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
25,TYRESE MAXEY,PHI,25,10,6,4,411.0,29.2,30.2,30.5,35.3,30.8,35.6,32.9,3.7,17.2,13.3,36.4,23.1,19.4,16.9,25.0,15.3,26.0,31.8
26,MICHAEL PORTER JR.,BKN,27,9,1,8,284.0,28.6,31.4,30.9,36.1,34.5,25.7,26.4,15.9,36.1,30.0,14.8,23.7,18.4,5.3,24.1,15.7,18.5,31.2
27,DILLON BROOKS,PHX,29,5,3,2,145.0,28.0,25.2,30.0,30.8,34.8,32.8,29.3,12.2,13.2,12.9,14.3,18.6,40.7,14.3,18.8,20.2,26.5,27.2
28,JONAS VALANČIŪNAS,DEN,33,9,7,2,113.0,27.8,31.4,26.9,6.3,6.7,46.7,45.9,46.4,35.3,38.1,18.0,25.7,6.7,75.0,35.7,34.0,43.2,30.1
29,ANTHONY DAVIS,DAL,32,5,2,3,149.0,27.8,33.3,27.9,10.0,12.0,37.1,38.3,56.7,32.7,38.1,15.7,22.9,30.8,37.5,23.1,23.6,37.2,31.9
30,LAURI MARKKANEN,UTA,28,10,3,7,353.0,27.7,32.9,31.1,33.3,29.7,34.6,33.0,18.6,17.2,17.6,10.4,10.6,18.0,14.8,27.5,10.1,33.1,33.3
31,DENI AVDIJA,POR,24,10,5,5,339.0,27.7,25.7,25.5,23.8,22.4,42.1,41.0,13.0,27.2,22.5,25.1,31.9,8.3,31.0,30.6,19.6,31.6,28.7
32,JAMES HARDEN,LAC,36,9,3,6,314.0,27.7,22.9,25.5,35.5,34.0,44.2,40.1,6.6,21.6,18.1,52.2,36.5,16.1,7.7,20.0,14.4,35.1,27.6
33,TRAE YOUNG,ATL,27,5,2,3,139.0,27.6,20.5,25.8,13.2,25.0,48.5,45.9,0.0,12.8,9.3,44.3,29.4,17.4,9.1,10.0,13.8,46.2,24.9
34,JOSH GIDDEY,CHI,23,9,6,3,307.0,27.6,25.0,26.8,16.7,17.6,32.5,34.9,20.0,29.4,27.6,43.1,31.3,20.5,9.7,31.3,12.0,28.9,25.2
35,MARK SEARS,MIL,23,2,0,2,12.0,27.6,12.5,22.2,25.0,22.2,62.5,66.7,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,33.3,57.1,28.6
36,PAOLO BANCHERO,ORL,22,11,5,6,381.0,27.3,25.2,26.4,13.4,19.0,39.5,41.4,11.4,32.4,27.3,24.5,22.8,13.1,23.3,33.3,14.8,37.2,27.4
37,D'ANGELO RUSSELL,DAL,29,11,3,8,232.0,27.3,22.0,27.0,29.4,33.5,29.3,31.5,15.8,15.7,15.7,43.2,30.0,15.2,8.0,10.5,13.5,31.1,24.1
38,JULIUS RANDLE,MIN,30,11,7,4,366.0,27.2,27.6,27.3,19.0,20.8,38.9,36.3,20.0,27.0,25.3,31.3,27.3,22.2,6.7,23.3,15.4,31.6,28.5
39,NORMAN POWELL,MIA,32,8,6,2,248.0,27.0,24.2,26.3,34.9,30.2,47.6,41.6,6.4,16.7,14.6,12.2,24.7,19.3,11.8,37.5,16.7,30.7,29.7
40,KAWHI LEONARD,LAC,34,6,3,3,201.0,26.8,29.9,29.1,26.4,24.1,50.0,44.3,11.1,22.7,19.7,20.6,14.1,36.6,19.0,7.7,9.1,30.0,31.8
41,BENNEDICT MATHURIN,IND,23,2,0,2,73.0,26.7,29.3,23.1,23.8,18.5,60.5,53.1,18.8,21.2,20.6,15.6,31.3,0.0,0.0,40.0,14.6,48.8,35.4
42,KEYONTE GEORGE,UTA,22,10,3,7,339.0,26.5,25.3,25.2,21.0,23.3,39.7,37.3,3.2,15.6,11.9,37.4,29.2,17.8,15.4,22.5,14.0,32.6,28.3
43,JAMAL MURRAY,DEN,28,8,6,2,265.0,26.4,26.6,28.4,28.4,29.3,25.0,22.4,10.7,18.0,16.4,27.1,23.3,22.2,14.3,13.0,11.2,21.3,26.5
44,ANDREW NEMBHARD,IND,25,3,0,3,80.0,26.4,21.1,27.3,22.2,33.9,42.9,33.3,0.0,5.3,4.0,51.4,25.0,20.0,0.0,0.0,16.2,27.8,25.0
45,ALEX SARR,WAS,20,11,1,10,321.0,26.0,29.8,27.6,11.7,14.6,25.8,25.4,37.7,29.7,31.6,22.8,24.2,21.4,60.0,42.1,12.8,30.6,27.0
46,BAM ADEBAYO,MIA,28,8,4,4,243.0,26.0,24.9,27.7,21.3,25.4,27.4,24.8,19.0,31.8,29.4,14.8,23.2,17.4,20.0,25.0,14.3,29.7,24.9
47,YANIC KONAN NIEDERHÄUSER,LAC,22,5,1,4,22.0,26.0,41.2,24.2,0.0,0.0,38.5,40.0,50.0,18.8,27.3,15.4,16.7,0.0,50.0,0.0,40.0,33.3,36.5
48,ALPEREN SENGUN,HOU,23,9,6,3,333.0,25.8,22.6,24.4,13.1,14.4,33.5,35.5,24.2,29.6,28.1,35.9,29.5,18.2,21.9,35.1,22.9,32.7,23.6
49,KRISTAPS PORZIŅĢIS,ATL,30,8,4,4,209.0,25.8,24.0,25.6,26.1,28.8,41.3,39.5,30.8,24.2,26.1,22.5,17.3,11.9,44.4,19.0,26.0,38.0,27.7
50,STEPHON CASTLE,SAS,21,10,8,2,333.0,25.7,22.5,22.6,12.4,17.5,31.8,34.9,23.4,17.9,19.1,41.0,38.4,30.3,9.5,35.0,23.6,32.3,23.1
51,KEVIN DURANT,HOU,37,9,6,3,322.0,25.3,26.2,25.5,22.1,21.1,33.9,31.7,2.8,17.2,12.5,17.3,23.5,14.8,21.9,11.4,20.0,32.2,27.6
52,KARL-ANTHONY TOWNS,NYK,29,9,6,3,293.0,25.3,21.1,23.0,13.6,16.6,50.0,48.8,34.5,42.1,39.9,16.0,30.2,13.7,33.3,34.4,25.6,40.7,24.5
53,JEREMIAH FEARS,NOP,19,10,2,8,264.0,25.2,26.5,26.3,18.5,20.9,20.4,18.7,9.5,14.8,13.0,24.6,27.9,32.6,0.0,25.0,18.6,23.6,24.6
54,TRE MANN,CHA,24,10,3,7,220.0,25.1,21.8,27.2,24.6,29.7,11.8,10.5,11.1,17.0,15.1,27.8,27.6,26.7,0.0,18.2,27.0,13.1,20.2
55,DE'ANDRE HUNTER,CLE,27,8,5,3,232.0,25.1,24.0,25.1,22.8,26.6,35.3,32.3,8.0,22.6,17.8,17.0,22.7,13.0,8.0,30.0,21.1,32.5,25.8
56,BRANDON INGRAM,TOR,28,10,5,5,333.0,25.1,26.1,25.7,14.3,18.1,27.0,24.0,10.3,27.5,23.2,20.0,27.0,14.5,22.2,28.6,17.5,21.8,24.9
57,KEVIN PORTER JR.,MIL,25,1,1,0,9.0,25.0,25.0,25.0,28.6,25.0,100,100,0.0,0.0,0.0,22.2,0.0,33.3,0.0,0.0,0.0,25.0,30.3
57,NAE'QWAN TOMLIN,CLE,24,2,2,0,7.0,25.0,28.6,28.6,0.0,16.7,50.0,40.0,50.0,25.0,33.3,0.0,0.0,20.0,50.0,0.0,50.0,25.0,30.0
59,NIKOLA JOKIĆ,DEN,30,9,7,2,306.0,24.7,29.2,23.7,19.7,18.9,24.8,24.9,36.1,40.3,39.3,50.5,32.9,29.8,28.0,17.4,20.7,30.5,27.5
60,AJAY MITCHELL,OKC,23,11,10,1,308.0,24.5,24.5,25.3,17.9,17.2,29.1,27.0,15.9,13.9,14.3,28.0,22.8,30.3,7.7,33.3,19.1,26.3,24.6
61,NICKEIL ALEXANDER-WALKER,ATL,27,9,4,5,278.0,24.5,22.1,24.4,32.7,31.6,27.2,24.4,9.3,9.8,9.7,18.0,26.1,18.8,20.6,25.0,12.5,24.5,23.9
62,BRANDON WILLIAMS,DAL,25,9,2,7,165.0,24.3,23.4,23.3,16.0,17.3,23.8,24.1,9.3,12.7,11.8,26.7,35.4,36.6,4.2,40.0,26.2,31.5,23.0
63,ZACH LAVINE,SAC,30,9,2,7,317.0,24.1,28.3,25.0,39.7,34.4,37.4,31.0,3.3,14.4,11.8,10.7,18.3,8.8,5.6,10.3,16.8,22.4,30.8
64,DYLAN HARPER,SAS,19,6,5,1,140.0,24.1,25.0,25.3,15.6,15.9,22.1,20.2,11.1,18.3,16.1,31.9,28.9,16.7,0.0,57.1,26.9,18.2,23.6
65,MILES BRIDGES,CHA,27,10,3,7,350.0,24.0,23.5,25.9,30.5,29.7,31.6,29.9,13.4,25.3,22.3,20.4,12.0,12.8,10.3,23.1,12.6,22.5,25.9
66,JULIAN STRAWTHER,DEN,23,6,6,0,51.0,24.0,22.5,24.4,20.0,29.7,42.9,46.4,0.0,24.4,20.0,14.3,12.5,0.0,25.0,14.3,21.4,32.0,26.1
67,EVAN MOBLEY,CLE,24,11,7,4,373.0,23.9,24.2,23.3,13.8,15.0,27.3,33.3,29.1,26.9,27.5,21.5,24.8,22.9,40.5,21.9,13.6,25.5,23.2
68,DE'AARON FOX,SAS,27,2,2,0,67.0,23.9,27.0,23.5,15.0,20.8,27.6,25.7,21.4,8.0,10.9,21.1,33.3,9.1,0.0,20.0,21.4,29.0,25.7
69,SCOTTIE BARNES,TOR,24,10,5,5,325.0,23.8,25.8,26.2,22.7,20.6,18.4,18.9,28.4,24.2,25.2,24.3,19.6,32.0,45.7,10.8,22.6,21.0,24.2
70,KOBE SANDERS,LAC,23,2,1,1,9.0,23.8,14.3,30.8,0.0,50.0,0.0,0.0,0.0,20.0,11.1,20.0,25.0,66.7,0.0,0.0,0.0,0.0,9.5
71,COLLIN SEXTON,CHA,26,9,3,6,237.0,23.8,22.4,21.9,18.8,17.2,38.5,37.6,4.0,9.4,8.2,33.6,31.2,16.7,0.0,23.8,22.4,37.5,24.7
72,JALEN JOHNSON,ATL,23,9,5,4,291.0,23.7,29.7,24.9,9.4,13.3,22.1,20.9,20.0,34.7,31.4,29.4,25.0,22.6,8.6,26.1,16.3,20.4,26.6
73,DARIUS GARLAND,CLE,25,3,2,1,73.0,23.7,15.8,23.1,30.4,28.8,27.6,22.9,12.0,13.6,13.0,30.0,31.3,21.4,0.0,42.9,25.0,21.1,19.1
74,FRANZ WAGNER,ORL,24,11,5,6,385.0,23.6,25.2,25.0,21.0,18.5,30.1,28.0,25.0,16.7,19.0,21.9,17.4,18.2,11.4,24.4,14.9,27.8,25.9
75,COLE ANTHONY,MIL,25,10,7,3,201.0,23.6,23.4,24.1,17.9,19.9,11.9,15.7,14.0,20.7,19.1,44.6,33.9,20.6,29.4,20.0,32.6,28.8,21.4
76,DAVID JONES GARCIA,SAS,23,3,2,1,11.0,23.5,26.7,26.9,0.0,0.0,33.3,60.0,28.6,20.0,25.0,66.7,0.0,0.0,0.0,0.0,28.6,60.0,25.0
77,JORDAN POOLE,NOP,26,7,1,6,212.0,23.5,21.6,24.9,36.4,37.1,31.0,25.2,5.2,8.1,7.1,27.6,23.4,4.9,14.3,25.6,18.0,34.2,25.3
78,ROB DILLINGHAM,MIN,20,9,5,4,107.0,23.4,19.8,23.4,7.7,12.3,29.6,26.8,0.0,10.8,7.8,35.6,33.3,27.8,0.0,38.5,17.7,17.5,19.6
79,BILAL COULIBALY,WAS,21,4,0,4,95.0,23.3,18.2,22.9,17.9,26.6,33.3,33.3,20.0,24.2,23.2,24.1,22.2,40.0,23.5,28.6,18.9,25.7,20.1
80,CJ MCCOLLUM,WAS,34,11,1,10,322.0,23.2,22.0,25.1,33.3,32.6,24.6,22.8,9.9,13.6,12.6,21.9,16.4,17.8,5.1,14.0,15.2,16.8,23.6
81,OBI TOPPIN,IND,27,3,0,3,82.0,23.2,21.7,23.4,15.0,23.6,22.5,18.0,18.8,27.4,25.6,13.5,30.0,42.9,0.0,66.7,17.5,12.5,21.2
82,KOBY BREA,PHX,23,1,1,0,4.0,23.1,33.3,33.3,0.0,100,50.0,50.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,50.0,40.0
83,RUSSELL WESTBROOK,SAC,36,10,3,7,280.0,23.0,21.7,22.5,33.3,28.8,15.5,16.8,29.1,24.7,25.7,34.2,34.1,23.1,9.5,33.3,16.5,20.0,21.8
84,JORDAN CLARKSON,NYK,33,9,6,3,147.0,22.9,24.0,24.1,30.0,28.1,16.1,15.3,12.8,6.5,8.6,17.8,23.1,14.3,22.2,8.3,24.6,13.8,23.3
85,JONATHAN KUMINGA,GSW,23,11,6,5,324.0,22.8,21.4,21.8,11.0,12.2,28.3,30.3,31.3,26.9,27.9,17.4,24.8,9.8,10.7,44.4,17.0,24.4,21.1
86,CHET HOLMGREN,OKC,23,7,7,0,218.0,22.7,21.8,20.4,22.0,22.4,34.4,33.0,23.9,28.8,27.8,11.5,30.4,15.2,52.9,26.3,29.0,29.7,24.0
87,DERIK QUEEN,NOP,20,10,2,8,198.0,22.7,20.8,21.2,2.6,7.5,25.5,25.0,32.7,33.6,33.3,22.4,29.2,30.0,54.5,23.1,38.5,23.5,20.3
88,JALEN SMITH,CHI,25,10,6,4,160.0,22.6,25.2,24.0,25.0,30.8,18.8,23.4,46.7,36.3,39.2,13.1,21.2,6.5,17.6,16.7,25.0,24.7,24.2
89,JERAMI GRANT,POR,31,10,5,5,287.0,22.6,23.8,22.0,24.7,22.4,41.0,39.2,9.6,14.6,13.0,15.4,19.2,20.3,21.7,20.0,24.7,29.4,27.3
90,ANFERNEE SIMONS,BOS,26,11,5,6,283.0,22.6,24.7,24.5,35.5,28.0,16.1,15.2,5.6,10.4,8.9,15.6,19.0,11.8,13.0,25.0,18.1,12.7,25.1
91,RJ BARRETT,TOR,25,10,5,5,326.0,22.5,25.8,23.5,25.0,23.8,26.2,27.4,10.5,19.6,17.7,19.0,18.4,15.9,12.1,23.7,18.3,24.3,25.7
92,JALEN DUREN,DET,21,11,9,2,319.0,22.5,26.5,19.8,0.0,0.0,41.5,39.0,52.6,35.8,40.7,10.1,27.3,18.8,36.1,34.5,23.7,35.5,26.8
93,BRADLEY BEAL,LAC,32,6,2,4,121.0,22.4,16.1,22.4,22.6,22.9,15.8,16.7,9.5,4.1,5.3,14.1,24.3,13.6,0.0,25.0,27.5,23.9,16.7
94,CAM WHITMORE,WAS,21,11,1,10,183.0,22.3,24.4,24.6,20.0,21.7,21.7,21.5,12.2,15.6,14.8,8.1,16.7,33.3,5.0,37.0,15.0,15.7,23.5
95,JIMMY BUTLER III,GSW,36,10,6,4,309.0,22.2,23.5,21.7,9.0,8.6,44.1,41.7,37.3,14.8,19.5,26.3,16.3,24.0,14.8,31.6,11.5,38.7,25.3
96,RILEY MINIX,SAS,25,3,2,1,8.0,22.2,30.8,27.3,50.0,50.0,0.0,0.0,20.0,25.0,22.2,20.0,0.0,20.0,0.0,0.0,20.0,0.0,29.0
97,DERRICK WHITE,BOS,31,11,5,6,361.0,22.2,18.3,24.3,25.2,30.4,21.2,19.9,8.7,13.3,11.9,31.3,13.2,31.0,28.6,35.1,10.9,23.0,19.6
98,AARON GORDON,DEN,30,8,6,2,236.0,22.1,24.4,21.9,34.5,24.1,35.0,32.5,13.2,19.5,18.1,8.8,20.3,18.4,4.8,10.0,13.0,28.8,27.2
99,NICK SMITH JR.,LAL,21,5,3,2,87.0,22.0,17.4,24.0,35.0,35.6,7.1,8.6,0.0,9.8,8.0,24.5,27.8,12.5,9.1,11.1,12.1,16.7,17.7
100,TRISTAN VUKCEVIC,WAS,22,8,1,7,45.0,21.9,19.0,19.8,25.0,21.9,46.2,45.5,0.0,16.2,13.0,20.0,33.3,25.0,50.0,18.2,28.6,43.8,22.9
101,BRICE SENSABAUGH,UTA,22,9,2,7,118.0,21.9,23.7,25.9,35.7,38.7,19.7,17.8,7.4,19.6,16.8,11.7,12.5,15.0,7.1,28.6,22.8,17.7,24.0
102,JAREN JACKSON JR.,MEM,26,11,4,7,316.0,21.8,26.1,22.3,20.7,18.5,28.7,29.4,13.8,23.4,21.2,7.9,20.7,13.0,54.8,13.9,31.2,31.6,25.9
103,MAC MCCLUNG,IND,26,3,0,3,34.0,21.6,25.0,22.5,40.0,31.3,21.4,20.0,0.0,16.7,10.0,6.7,25.0,83.3,25.0,25.0,31.6,15.8,25.3
104,BROOK LOPEZ,LAC,37,10,3,7,159.0,21.6,21.7,24.0,31.3,33.1,9.6,12.1,11.1,20.0,17.6,4.9,19.0,10.8,52.9,9.1,22.1,23.4,21.2
105,ISAIAH JOE,OKC,26,6,5,1,147.0,21.5,23.1,22.8,40.0,33.5,13.8,15.8,16.7,15.3,15.6,6.5,20.0,9.1,5.3,23.1,19.7,27.4,23.9
106,AMEN THOMPSON,HOU,22,9,6,3,320.0,21.5,21.5,22.3,6.4,11.5,19.7,21.8,22.5,16.8,18.6,28.9,21.8,18.6,11.8,32.4,18.2,20.4,19.7
107,QUENTIN GRIMES,PHI,25,10,6,4,310.0,21.5,20.3,20.0,28.1,27.4,24.2,24.1,6.6,17.6,14.6,26.7,32.3,21.7,8.2,15.6,19.1,22.5,22.0
108,P.J. WASHINGTON,DAL,27,11,3,8,361.0,21.4,21.3,20.8,16.7,19.4,25.4,28.9,19.4,29.8,27.6,15.2,26.3,15.6,29.8,15.4,17.6,23.2,21.6
109,DEMAR DEROZAN,SAC,36,10,3,7,352.0,21.4,24.4,23.0,11.9,10.8,32.4,30.6,5.8,15.0,12.8,18.8,11.0,15.2,3.7,14.0,11.0,29.5,24.5
110,DESMOND BANE,ORL,27,11,5,6,337.0,21.3,22.2,24.3,18.3,22.9,14.4,13.0,14.0,13.5,13.6,29.3,19.4,9.4,12.1,31.4,22.2,12.0,20.1
111,JADEN MCDANIELS,MIN,25,11,7,4,349.0,21.3,24.4,22.8,20.2,15.9,18.4,17.3,19.0,17.0,17.4,12.2,19.0,16.7,28.3,37.9,24.1,19.6,22.9
112,JRUE HOLIDAY,POR,35,10,5,5,335.0,21.3,21.3,22.1,24.3,23.0,11.0,10.8,14.6,19.2,17.8,42.6,27.5,24.3,9.7,15.0,12.7,9.7,19.8
113,ZEKE NNAJI,DEN,24,5,5,0,18.0,21.3,36.4,22.6,50.0,23.5,28.6,33.3,25.0,5.6,9.1,16.7,25.0,0.0,0.0,0.0,58.3,42.9,35.5
114,ANTHONY GILL,WAS,33,5,0,5,13.0,21.2,33.3,17.4,50.0,20.0,50.0,28.6,33.3,30.0,30.8,0.0,33.3,0.0,0.0,25.0,16.7,25.0,37.5
115,ASA NEWELL,ATL,20,5,4,1,58.0,21.2,28.3,22.7,33.3,22.6,14.3,15.8,47.1,18.9,27.8,3.6,21.4,40.0,20.0,75.0,32.1,15.8,27.4
116,RYAN ROLLINS,MIL,23,11,7,4,342.0,21.1,21.8,21.5,21.4,20.1,18.3,15.1,16.4,13.2,13.8,33.3,28.3,35.6,7.1,35.5,18.2,18.6,21.3
117,JOHN COLLINS,LAC,28,10,3,7,253.0,21.1,25.5,22.0,16.9,14.4,18.4,19.7,26.2,21.0,22.5,7.1,22.6,18.9,17.9,20.0,18.3,20.7,23.2
117,KESHAD JOHNSON,MIA,24,3,2,1,20.0,21.1,17.6,23.9,12.5,24.0,0.0,0.0,0.0,45.5,31.3,0.0,14.3,28.6,0.0,25.0,16.7,0.0,15.6
119,DOMANTAS SABONIS,SAC,29,7,2,5,238.0,21.0,20.5,19.6,3.4,8.4,24.0,27.0,56.0,44.3,47.1,21.4,27.5,18.6,11.1,45.8,25.9,24.7,19.3
120,COOPER FLAGG,DAL,18,11,3,8,360.0,21.0,21.9,22.3,15.5,16.9,21.9,18.8,16.9,23.9,22.4,19.8,20.5,23.7,15.6,26.2,16.1,20.9,21.3
121,AARON WIGGINS,OKC,26,9,8,1,248.0,20.9,22.9,23.8,36.8,30.2,5.6,7.4,15.3,12.6,13.3,14.7,13.4,6.5,28.0,21.1,17.5,4.9,21.4
122,KYSHAWN GEORGE,WAS,21,10,1,9,304.0,20.9,22.5,20.0,25.5,22.8,22.5,24.5,9.5,24.1,20.9,25.8,27.1,20.9,24.4,19.4,32.9,32.4,22.9
123,JAIME JAQUEZ JR.,MIA,24,11,7,4,328.0,20.8,24.7,21.6,4.9,8.3,23.0,23.0,18.8,27.3,25.5,26.9,19.4,12.5,13.3,24.1,15.1,22.1,22.5
124,NIKOLA VUČEVIĆ,CHI,35,10,6,4,313.0,20.7,24.2,22.2,24.7,18.9,13.3,14.4,41.4,32.5,34.2,18.9,18.0,15.4,11.1,20.0,19.5,15.5,22.4
125,JALEN SUGGS,ORL,24,8,3,5,166.0,20.7,21.2,18.9,36.6,28.9,17.8,16.2,15.8,20.2,19.1,34.0,38.3,46.9,6.7,10.5,28.3,22.5,21.9
126,CALEB LOVE,POR,24,3,2,1,26.0,20.5,16.0,25.9,18.2,31.0,0.0,0.0,12.5,41.2,32.0,35.3,8.3,0.0,0.0,0.0,0.0,0.0,13.7
127,DENNIS SCHRÖDER,SAC,32,10,3,7,316.0,20.5,17.9,21.2,16.9,23.2,13.6,11.8,5.0,16.8,14.1,39.2,26.2,22.2,13.0,23.3,15.9,14.7,17.1
128,PAYTON PRITCHARD,BOS,27,11,5,6,352.0,20.5,19.9,21.3,20.2,25.6,19.8,19.3,11.6,14.3,13.5,31.1,18.9,14.3,0.0,15.8,12.9,15.3,20.0
129,MALIK MONK,SAC,27,8,2,6,195.0,20.4,24.0,22.8,38.3,29.4,17.3,15.8,6.9,8.4,8.1,19.4,12.5,16.7,25.0,15.0,20.0,20.0,24.3
130,KEVIN HUERTER,CHI,27,10,6,4,260.0,20.4,21.3,21.2,21.8,26.3,19.8,19.4,11.1,17.2,15.9,18.3,21.0,21.4,37.9,12.9,21.4,18.1,21.1
131,AUSAR THOMPSON,DET,22,10,8,2,291.0,20.3,21.7,21.5,6.9,8.0,15.8,24.4,26.0,22.3,23.3,20.9,15.7,31.6,14.9,25.0,20.3,24.1,19.5
132,ANDREW WIGGINS,MIA,30,11,7,4,359.0,20.3,23.7,21.7,23.4,21.7,12.8,15.7,21.9,13.7,15.3,13.2,20.0,21.4,36.0,12.2,18.5,16.2,21.8
133,SANTI ALDAMA,MEM,24,11,4,7,279.0,20.3,22.3,23.2,19.5,21.7,10.2,13.3,30.6,26.4,27.4,16.1,18.3,26.7,38.9,15.4,12.4,16.0,19.7
134,IVICA ZUBAC,LAC,28,10,3,7,296.0,20.2,25.1,20.0,0.0,0.0,19.4,22.0,49.2,40.4,42.6,16.1,21.2,10.2,32.3,37.0,23.1,24.6,21.4
135,JARRETT ALLEN,CLE,27,9,6,3,236.0,20.2,21.8,18.6,0.0,1.5,31.4,32.8,37.5,28.8,31.4,11.6,22.6,25.0,36.0,47.6,14.9,30.8,20.7
136,ZACCHARIE RISACHER,ATL,20,9,5,4,229.0,20.1,20.5,22.6,26.8,29.2,12.4,14.2,11.8,11.1,11.3,7.3,10.9,22.9,18.8,20.0,17.2,11.5,19.6
